FOR GEOCODING,Latitude,Longitude,Station
"Adilabad, Telangana",19.6640624,78.5320107,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Hyderabad, Telangana",17.385044,78.486671,Manual
"Karimnagar, Telangana",18.4385553,79.1288412,Manual
"Khammam, Telangana",17.2472528,80.1514447,Manual
"Khammam, Telangana",17.2472528,80.1514447,Manual
"Kothur, Telangana",17.1473513,78.2889005,Manual
"Nalgonda, Telangana",17.0574663,79.2684169,Manual
"Nalgonda, Telangana",17.0574663,79.2684169,Manual
"Nizamabad, Telangana",18.6725047,78.0940867,Manual
"Patencheru, Telangana",17.5287427,78.266725,Manual
"Ramagundum, Telangana",18.7518652,79.5133701,Manual
"Sangareddy, Telangana",17.6140077,78.0815627,Manual
"Sangareddy, Telangana",17.6140077,78.0815627,Manual
"Sangareddy, Telangana",17.6140077,78.0815627,Manual
"Warangal, Telangana",17.9689008,79.5940544,Manual
"Warangal, Telangana",17.9689008,79.5940544,Manual
"Agartala, Tripura",23.831457,91.2867777,Manual
"Agartala, Tripura",23.831457,91.2867777,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Agra, Uttar Pradesh",27.1766701,78.0080745,Manual
"Aligarh, Uttar Pradesh",27.8973944,78.0880129,Manual
"Aligarh, Uttar Pradesh",27.8973944,78.0880129,Manual
"Allahabad, Uttar Pradesh",25.4358011,81.846311,Manual
"Allahabad, Uttar Pradesh",25.4358011,81.846311,Manual
"Allahabad, Uttar Pradesh",25.4358011,81.846311,Manual
"Allahabad, Uttar Pradesh",25.4358011,81.846311,Manual
"Allahabad, Uttar Pradesh",25.4358011,81.846311,Manual
"Anpara, Uttar Pradesh",24.2048772,82.7832489,Manual
"Anpara, Uttar Pradesh",24.2048772,82.7832489,Manual
"Ayodhya, Uttar Pradesh",26.7921605,82.1997954,Manual
"Ayodhya, Uttar Pradesh",26.7921605,82.1997954,Manual
"Bagpat, Uttar Pradesh",28.9427827,77.227607,Manual
"Bagpat, Uttar Pradesh",28.9427827,77.227607,Manual
"Bareily, Uttar Pradesh",28.3670355,79.4304381,Manual
"Bareily, Uttar Pradesh",28.3670355,79.4304381,Manual
"Firozabad, Uttar Pradesh",27.1591961,78.3957331,Manual
"Firozabad, Uttar Pradesh",27.1591961,78.3957331,Manual
"Firozabad, Uttar Pradesh",27.1591961,78.3957331,Manual
"Gajroula, Uttar Pradesh",28.8381644,78.2421812,Manual
"Gajroula, Uttar Pradesh",28.8381644,78.2421812,Manual
"Ghaziabad, Uttar Pradesh",28.6691565,77.4537578,Manual
"Ghaziabad, Uttar Pradesh",28.6691565,77.4537578,Manual
"Ghaziabad, Uttar Pradesh",28.6691565,77.4537578,Manual
"Ghaziabad, Uttar Pradesh",28.6691565,77.4537578,Manual
"Gorakhpur, Uttar Pradesh",26.7605545,83.3731675,Manual
"Gorakhpur, Uttar Pradesh",26.7605545,83.3731675,Manual
"Gorakhpur, Uttar Pradesh",26.7605545,83.3731675,Manual
"Greater Noida, Uttar Pradesh",28.4743879,77.5039904,Manual
"Greater Noida, Uttar Pradesh",28.4743879,77.5039904,Manual
"Hapur, Uttar Pradesh",28.7305798,77.7758825,Manual
"Hapur, Uttar Pradesh",28.7305798,77.7758825,Manual
"Hatras, Uttar Pradesh",27.5980718,78.0492265,Manual
"Hatras, Uttar Pradesh",27.5980718,78.0492265,Manual
"Jhansi, Uttar Pradesh",25.4484257,78.5684594,Manual
"Jhansi, Uttar Pradesh",25.4484257,78.5684594,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Kanpur, Uttar Pradesh",26.449923,80.3318736,Manual
"Khurja, Uttar Pradesh",28.2489801,77.854903,Manual
"Khurja, Uttar Pradesh",28.2489801,77.854903,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Lucknow, Uttar Pradesh",26.8466937,80.946166,Manual
"Mathura, Uttar Pradesh",27.4924134,77.673673,Manual
"Mathura, Uttar Pradesh",27.4924134,77.673673,Manual
"Meerut, Uttar Pradesh",28.9844618,77.7064137,Manual
"Meerut, Uttar Pradesh",28.9844618,77.7064137,Manual
"Moradabad, Uttar Pradesh",28.8386481,78.7733286,Manual
"Moradabad, Uttar Pradesh",28.8386481,78.7733286,Manual
"Muzaffarnagar, Uttar Pradesh",29.4726817,77.7085091,Manual
"Muzaffarnagar, Uttar Pradesh",29.4726817,77.7085091,Manual
"Noida, Uttar Pradesh",28.5355161,77.3910265,Manual
"Noida, Uttar Pradesh",28.5355161,77.3910265,Manual
"Noida, Uttar Pradesh",28.5355161,77.3910265,Manual
"Noida, Uttar Pradesh",28.5355161,77.3910265,Manual
"Raibareli, Uttar Pradesh",26.2144806,81.2528139,Manual
"Raibareli, Uttar Pradesh",26.2144806,81.2528139,Manual
"Raibareli, Uttar Pradesh",26.2144806,81.2528139,Manual
"Saharanpur, Uttar Pradesh",29.9680035,77.5552066,Manual
"Saharanpur, Uttar Pradesh",29.9680035,77.5552066,Manual
"Unnao, Uttar Pradesh",26.5393449,80.4878195,Manual
"Unnao, Uttar Pradesh",26.5393449,80.4878195,Manual
"Varanasi, Uttar Pradesh",25.3176452,82.9739144,Manual
"Varanasi, Uttar Pradesh",25.3176452,82.9739144,Manual
"Varanasi, Uttar Pradesh",25.3176452,82.9739144,Manual
"Varanasi, Uttar Pradesh",25.3176452,82.9739144,Manual
"Varanasi, Uttar Pradesh",25.3176452,82.9739144,Manual
"Dehradun, Uttarakhand",30.3164945,78.0321918,Manual
"Dehradun, Uttarakhand",30.3164945,78.0321918,Manual
"Dehradun, Uttarakhand",30.3164945,78.0321918,Manual
"Haldwani, Uttarakhand",29.2182644,79.5129767,Manual
"Haridwar, Uttarakhand",29.9456906,78.1642478,Manual
"Kashipur, Uttarakhand",29.2104232,78.9618845,Manual
"Rishikesh, Uttarakhand",30.0869281,78.2676116,Manual
"Rudrapur, Uttarakhand",28.9875082,79.4141214,Manual
"Alipurduar, West Bengal",26.4922164,89.5319627,Manual
"Alipurduar, West Bengal",26.4922164,89.5319627,Manual
"Alipurduar, West Bengal",26.4922164,89.5319627,Manual
"Amtala, West Bengal",22.3668822,88.2777344,Manual
"Asansol, West Bengal",23.6888636,86.9660638,Manual
"Asansol, West Bengal",23.6888636,86.9660638,Manual
"Asansol, West Bengal",23.6888636,86.9660638,Manual
"Baharampur, West Bengal",24.0982607,88.268411,Manual
"Balurghat, West Bengal",25.2372834,88.7830612,Manual
"Bankura, West Bengal",23.2312686,87.0783875,Manual
"Barasat, West Bengal",22.7247556,88.4789351,Manual
"Bardhaman, West Bengal",23.2324214,87.8614793,Manual
"Barrckpore, West Bengal",22.7674278,88.3883455,Manual
"Barrckpore, West Bengal",22.7674278,88.3883455,Manual
"Barrckpore, West Bengal",22.7674278,88.3883455,Manual
"Baruipur, West Bengal",22.3599251,88.4325462,Manual
"Bolpur, West Bengal",23.671195,87.6918921,Manual
"Chinsura, West Bengal",22.9011588,88.3898552,Manual
"Coochbihar, West Bengal",26.3452397,89.4482079,Manual
"Coochbihar, West Bengal",26.3452397,89.4482079,Manual
"Dankuni, West Bengal",22.6809296,88.2970142,Manual
"Darjeeling, West Bengal",27.0410218,88.2662745,Manual
"Durgapur, West Bengal",23.5204443,87.3119227,Manual
"Durgapur, West Bengal",23.5204443,87.3119227,Manual
"Durgapur, West Bengal",23.5204443,87.3119227,Manual
"Durgapur, West Bengal",23.5204443,87.3119227,Manual
"Ghatal, West Bengal",22.6636967,87.7468071,Manual
"Haldia, West Bengal",22.0627164,88.0832934,Manual
"Haldia, West Bengal",22.0627164,88.0832934,Manual
"Haldia, West Bengal",22.0627164,88.0832934,Manual
"Haldia, West Bengal",22.0627164,88.0832934,Manual
"Howrah, West Bengal",22.5957689,88.2636394,Manual
"Howrah, West Bengal",22.5957689,88.2636394,Manual
"Howrah, West Bengal",22.5957689,88.2636394,Manual
"Howrah, West Bengal",22.5957689,88.2636394,Manual
"Jalpaiguri, West Bengal",26.5214579,88.7195567,Manual
"Jhargram, West Bengal",22.4549909,86.9974385,Manual
"Kalimpong, West Bengal",27.0593562,88.4694535,Manual
"Kalyani, West Bengal",22.9747271,88.433721,Manual
"Kharagpur, West Bengal",22.34601,87.2319753,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Kolkata, West Bengal",22.572646,88.363895,Manual
"Krishnanagar, West Bengal",23.4013101,88.5021152,Manual
"Madhyamgram, West Bengal",22.6924004,88.4653367,Manual
"Malda, West Bengal",25.0108408,88.1410967,Manual
"Medinipur, West Bengal",22.4256613,87.3198819,Manual
"Purulia, West Bengal",23.3322026,86.3616405,Manual
"Raigunj, West Bengal",25.6328682,88.1319057,Manual
"Rampurhat, West Bengal",24.1744845,87.7793421,Manual
"Ranaghat, West Bengal",23.1744548,88.5605732,Manual
"Raniganj, West Bengal",23.6233888,87.1142646,Manual
"Raniganj, West Bengal",23.6233888,87.1142646,Manual
"Raniganj, West Bengal",23.6233888,87.1142646,Manual
"Rishra, West Bengal",22.7246004,88.343649,Manual
"Sankrail, West Bengal",22.5338628,88.2290341,Manual
"Sankrail, West Bengal",22.5338628,88.2290341,Manual
"Sankrail, West Bengal",22.5338628,88.2290341,Manual
"Sankrail, West Bengal",22.5338628,88.2290341,Manual
"Siliguri, West Bengal",26.7271012,88.3952861,Manual
"Suri, West Bengal",23.9129255,87.5268393,Manual
"Tamluk, West Bengal",22.2858078,87.9188533,Manual
"Tribeni, West Bengal",22.9901287,88.3943282,Manual
"Uluberia, West Bengal",22.4763526,88.0897934,Manual
